COU,Inventor country,Technology domain,Year,Value
MLT,Malta,Environment-related technologies,2016,11.0
MLT,Malta,Environment-related technologies,2017,1.5
MLT,Malta,Environment-related technologies,2018,2.33
MLT,Malta,Environment-related technologies,2019,3.0
MLT,Malta,Air pollution abatement,2000,1.0
MLT,Malta,Air pollution abatement,2013,1.0
MLT,Malta,Air pollution abatement,2015,0.5
MHL,Marshall Islands,Environment-related technologies,2016,0.5
MRT,Mauritania,Environment-related technologies,2010,0.5
MRT,Mauritania,Environment-related technologies,2011,0.33
MRT,Mauritania,Environment-related technologies,2016,0.25
MRT,Mauritania,Environment-related technologies,2017,0.67
MRT,Mauritania,Air pollution abatement,2010,1.5
MRT,Mauritania,Air pollution abatement,2011,0.33
MUS,Mauritius,Environment-related technologies,2005,1.08
MUS,Mauritius,Environment-related technologies,2011,1.25
MUS,Mauritius,Environment-related technologies,2012,1.25
MUS,Mauritius,Environment-related technologies,2015,3.0
MUS,Mauritius,Environment-related technologies,2016,1.0
MUS,Mauritius,Environment-related technologies,2017,0.25
MUS,Mauritius,Environment-related technologies,2019,1.2
MUS,Mauritius,Air pollution abatement,2005,0.58
MUS,Mauritius,Air pollution abatement,2011,1.25
MUS,Mauritius,Air pollution abatement,2012,1.25
MDA,Moldova,Environment-related technologies,1995,1.0
MDA,Moldova,Environment-related technologies,2005,4.67
MDA,Moldova,Environment-related technologies,2011,1.5
MDA,Moldova,Environment-related technologies,2012,0.33
MDA,Moldova,Environment-related technologies,2013,2.5
MDA,Moldova,Environment-related technologies,2014,1.0
MDA,Moldova,Environment-related technologies,2015,1.0
MDA,Moldova,Environment-related technologies,2016,2.83
MDA,Moldova,Environment-related technologies,2018,0.33
MDA,Moldova,Environment-related technologies,2019,0.43
MDA,Moldova,Air pollution abatement,2005,0.5
MDA,Moldova,Air pollution abatement,2013,1.0
MDA,Moldova,Air pollution abatement,2016,0.33
MCO,Monaco,Environment-related technologies,1995,1.5
MCO,Monaco,Environment-related technologies,2000,2.5
MCO,Monaco,Environment-related technologies,2005,1.33
MCO,Monaco,Environment-related technologies,2010,3.5
MCO,Monaco,Environment-related technologies,2011,1.5
MCO,Monaco,Environment-related technologies,2012,0.5
MCO,Monaco,Environment-related technologies,2013,2.33
MCO,Monaco,Environment-related technologies,2014,2.0
MCO,Monaco,Environment-related technologies,2015,1.25
MCO,Monaco,Environment-related technologies,2016,0.5
MCO,Monaco,Environment-related technologies,2017,4.0
MCO,Monaco,Environment-related technologies,2018,1.0
MCO,Monaco,Environment-related technologies,2019,3.0
MCO,Monaco,Air pollution abatement,1995,0.5
MCO,Monaco,Air pollution abatement,2000,1.0
MCO,Monaco,Air pollution abatement,2013,0.5
MCO,Monaco,Air pollution abatement,2017,1.0
MNG,Mongolia,Environment-related technologies,2005,0.33
MNG,Mongolia,Environment-related technologies,2011,0.43
MNG,Mongolia,Environment-related technologies,2012,0.5
MNG,Mongolia,Environment-related technologies,2013,0.5
MNG,Mongolia,Environment-related technologies,2014,1.8
MNG,Mongolia,Environment-related technologies,2015,0.2
MNG,Mongolia,Environment-related technologies,2016,0.5
MNG,Mongolia,Environment-related technologies,2017,1.29
MNG,Mongolia,Environment-related technologies,2019,0.5
MNG,Mongolia,Air pollution abatement,2005,0.33
MNG,Mongolia,Air pollution abatement,2014,0.8
MNG,Mongolia,Air pollution abatement,2015,0.2
MNG,Mongolia,Air pollution abatement,2017,0.29
MNG,Mongolia,Air pollution abatement,2019,0.5
MAR,Morocco,Environment-related technologies,1995,1.17
MAR,Morocco,Environment-related technologies,2000,1.83
MAR,Morocco,Environment-related technologies,2005,0.75
MAR,Morocco,Environment-related technologies,2010,5.31
MAR,Morocco,Environment-related technologies,2011,7.2
MAR,Morocco,Environment-related technologies,2012,10.92
MAR,Morocco,Environment-related technologies,2013,18.57
MAR,Morocco,Environment-related technologies,2014,9.58
MAR,Morocco,Environment-related technologies,2015,11.08
MAR,Morocco,Environment-related technologies,2016,10.5
MAR,Morocco,Environment-related technologies,2017,15.33
MAR,Morocco,Environment-related technologies,2018,7.33
MAR,Morocco,Environment-related technologies,2019,8.67
MAR,Morocco,Air pollution abatement,2005,0.5
MAR,Morocco,Air pollution abatement,2011,0.33
MAR,Morocco,Air pollution abatement,2012,1.0
MAR,Morocco,Air pollution abatement,2013,2.0
MAR,Morocco,Air pollution abatement,2014,0.5
MAR,Morocco,Air pollution abatement,2019,0.5
MMR,Myanmar,Environment-related technologies,2010,1.5
MMR,Myanmar,Environment-related technologies,2011,0.2
MMR,Myanmar,Environment-related technologies,2015,0.2
MMR,Myanmar,Environment-related technologies,2016,0.33
MMR,Myanmar,Environment-related technologies,2017,0.17
MMR,Myanmar,Air pollution abatement,2011,0.2
NAM,Namibia,Environment-related technologies,2011,1.83
NAM,Namibia,Environment-related technologies,2012,1.75
NAM,Namibia,Environment-related technologies,2013,0.83
NAM,Namibia,Environment-related technologies,2014,0.5
NAM,Namibia,Environment-related technologies,2016,1.5
NAM,Namibia,Environment-related technologies,2018,0.33
NAM,Namibia,Air pollution abatement,2018,0.33
NPL,Nepal,Environment-related technologies,2000,0.5
NPL,Nepal,Environment-related technologies,2010,0.67
NPL,Nepal,Environment-related technologies,2011,2.17
NPL,Nepal,Environment-related technologies,2012,1.87
NPL,Nepal,Environment-related technologies,2013,2.22
NPL,Nepal,Environment-related technologies,2014,0.25
NPL,Nepal,Environment-related technologies,2015,1.58
NPL,Nepal,Environment-related technologies,2016,0.33
NPL,Nepal,Environment-related technologies,2017,2.0
NPL,Nepal,Environment-related technologies,2018,2.5
NPL,Nepal,Air pollution abatement,2013,0.33
ANT,Netherlands Antilles,Environment-related technologies,2000,0.92
ANT,Netherlands Antilles,Environment-related technologies,2005,1.33
ANT,Netherlands Antilles,Environment-related technologies,2013,1.0
ANT,Netherlands Antilles,Environment-related technologies,2015,0.33
ANT,Netherlands Antilles,Environment-related technologies,2016,0.7
ANT,Netherlands Antilles,Environment-related technologies,2017,0.45
ANT,Netherlands Antilles,Air pollution abatement,2000,0.67
ANT,Netherlands Antilles,Air pollution abatement,2005,1.0
ANT,Netherlands Antilles,Air pollution abatement,2016,0.45
NCL,New Caledonia,Environment-related technologies,1995,0.33
NCL,New Caledonia,Environment-related technologies,2010,0.33
NCL,New Caledonia,Environment-related technologies,2013,1.0
NCL,New Caledonia,Environment-related technologies,2014,0.5
NCL,New Caledonia,Environment-related technologies,2015,0.5
NIC,Nicaragua,Environment-related technologies,2011,1.0
NER,Niger,Environment-related technologies,2012,0.5
NER,Niger,Environment-related technologies,2013,0.33
NER,Niger,Environment-related technologies,2016,0.33
NER,Niger,Environment-related technologies,2017,1.83
NER,Niger,Environment-related technologies,2018,1.0
NGA,Nigeria,Environment-related technologies,1995,0.75
NGA,Nigeria,Environment-related technologies,2000,0.25
NGA,Nigeria,Environment-related technologies,2005,0.5
NGA,Nigeria,Environment-related technologies,2010,2.7
NGA,Nigeria,Environment-related technologies,2011,0.7
NGA,Nigeria,Environment-related technologies,2012,1.92
NGA,Nigeria,Environment-related technologies,2013,2.98
NGA,Nigeria,Environment-related technologies,2014,1.98
NGA,Nigeria,Environment-related technologies,2015,1.83
NGA,Nigeria,Environment-related technologies,2016,1.5
NGA,Nigeria,Environment-related technologies,2018,0.5
NGA,Nigeria,Environment-related technologies,2019,0.33
PSE,Palestinian Authority or West Bank and Gaza Strip,Air pollution abatement,2014,1.0
OMN,Oman,Environment-related technologies,2012,0.33
OMN,Oman,Environment-related technologies,2015,0.5
OMN,Oman,Environment-related technologies,2017,1.0
OMN,Oman,Environment-related technologies,2018,2.5
OMN,Oman,Environment-related technologies,2019,1.5
PAK,Pakistan,Environment-related technologies,1995,0.33
PAK,Pakistan,Environment-related technologies,2005,2.17
PAK,Pakistan,Environment-related technologies,2010,4.67
PAK,Pakistan,Environment-related technologies,2011,16.37
PAK,Pakistan,Environment-related technologies,2012,7.62
PAK,Pakistan,Environment-related technologies,2013,6.69
PAK,Pakistan,Environment-related technologies,2014,6.64
PAK,Pakistan,Environment-related technologies,2015,3.88
PAK,Pakistan,Environment-related technologies,2016,5.12
PAK,Pakistan,Environment-related technologies,2017,3.4
PAK,Pakistan,Environment-related technologies,2018,4.75
PAK,Pakistan,Environment-related technologies,2019,2.33
PAK,Pakistan,Air pollution abatement,2005,0.83
PAK,Pakistan,Air pollution abatement,2013,0.75
PAK,Pakistan,Air pollution abatement,2014,1.0
PAK,Pakistan,Air pollution abatement,2015,0.5
PAK,Pakistan,Air pollution abatement,2017,0.5
PAN,Panama,Environment-related technologies,1995,1.0
PAN,Panama,Environment-related technologies,2005,2.25
PAN,Panama,Environment-related technologies,2010,0.5
PAN,Panama,Environment-related technologies,2011,1.33
PAN,Panama,Environment-related technologies,2012,1.67
PAN,Panama,Environment-related technologies,2013,2.0
PAN,Panama,Environment-related technologies,2014,1.5
PAN,Panama,Environment-related technologies,2015,0.5
PAN,Panama,Environment-related technologies,2016,6.5
PAN,Panama,Environment-related technologies,2017,3.5
PAN,Panama,Environment-related technologies,2018,9.5
PAN,Panama,Environment-related technologies,2019,0.83
PAN,Panama,Air pollution abatement,2005,1.0
PAN,Panama,Air pollution abatement,2011,0.33
PAN,Panama,Air pollution abatement,2012,0.5
PAN,Panama,Air pollution abatement,2016,1.0
PAN,Panama,Air pollution abatement,2017,1.0
PAN,Panama,Air pollution abatement,2018,1.0
PNG,Papua New Guinea,Environment-related technologies,1995,0.5
PRY,Paraguay,Environment-related technologies,2010,3.0
PRY,Paraguay,Environment-related technologies,2011,0.5
PRY,Paraguay,Environment-related technologies,2018,1.5
PRY,Paraguay,Environment-related technologies,2019,1.0
PER,Peru,Environment-related technologies,2000,1.0
PER,Peru,Environment-related technologies,2005,1.0
PER,Peru,Environment-related technologies,2010,3.83
PER,Peru,Environment-related technologies,2011,1.58
PER,Peru,Environment-related technologies,2012,4.0
PER,Peru,Environment-related technologies,2013,4.5
PER,Peru,Environment-related technologies,2014,6.33
PER,Peru,Environment-related technologies,2015,6.5
PER,Peru,Environment-related technologies,2016,7.33
PER,Peru,Environment-related technologies,2017,5.5
PER,Peru,Environment-related technologies,2018,4.5
PER,Peru,Environment-related technologies,2019,3.0
PER,Peru,Air pollution abatement,2010,0.5
PER,Peru,Air pollution abatement,2011,0.5
PER,Peru,Air pollution abatement,2014,2.5
PER,Peru,Air pollution abatement,2015,2.5
PER,Peru,Air pollution abatement,2016,1.83
PER,Peru,Air pollution abatement,2017,1.0
PER,Peru,Air pollution abatement,2019,1.0
PHL,Philippines,Environment-related technologies,1995,0.5
PHL,Philippines,Environment-related technologies,2000,1.5
PHL,Philippines,Environment-related technologies,2005,9.48
PHL,Philippines,Environment-related technologies,2010,15.5
PHL,Philippines,Environment-related technologies,2011,6.62
PHL,Philippines,Environment-related technologies,2012,9.9
PHL,Philippines,Environment-related technologies,2013,10.08
PHL,Philippines,Environment-related technologies,2014,15.42
PHL,Philippines,Environment-related technologies,2015,8.17
PHL,Philippines,Environment-related technologies,2016,7.67
PHL,Philippines,Environment-related technologies,2017,11.54
PHL,Philippines,Environment-related technologies,2018,14.17
PHL,Philippines,Environment-related technologies,2019,10.5
PHL,Philippines,Air pollution abatement,2005,3.83
PHL,Philippines,Air pollution abatement,2010,2.5
PHL,Philippines,Air pollution abatement,2011,0.25
PHL,Philippines,Air pollution abatement,2016,1.0
PHL,Philippines,Air pollution abatement,2017,1.54
PHL,Philippines,Air pollution abatement,2019,1.5
PRI,Puerto Rico,Environment-related technologies,2010,0.7
PRI,Puerto Rico,Environment-related technologies,2011,0.5
PRI,Puerto Rico,Environment-related technologies,2012,1.5
PRI,Puerto Rico,Environment-related technologies,2013,2.0
PRI,Puerto Rico,Environment-related technologies,2014,0.5
PRI,Puerto Rico,Environment-related technologies,2015,1.33
PRI,Puerto Rico,Environment-related technologies,2016,0.5
PRI,Puerto Rico,Environment-related technologies,2018,0.5
PRI,Puerto Rico,Air pollution abatement,2015,0.5
QAT,Qatar,Environment-related technologies,2005,0.33
QAT,Qatar,Environment-related technologies,2010,0.5
QAT,Qatar,Environment-related technologies,2011,6.33
QAT,Qatar,Environment-related technologies,2012,3.75
QAT,Qatar,Environment-related technologies,2013,1.83
QAT,Qatar,Environment-related technologies,2014,5.5
QAT,Qatar,Environment-related technologies,2015,9.75
QAT,Qatar,Environment-related technologies,2016,11.33
QAT,Qatar,Environment-related technologies,2017,8.58
QAT,Qatar,Environment-related technologies,2018,7.25
QAT,Qatar,Environment-related technologies,2019,4.5
QAT,Qatar,Air pollution abatement,2011,1.0
QAT,Qatar,Air pollution abatement,2012,0.5
QAT,Qatar,Air pollution abatement,2016,1.0
QAT,Qatar,Air pollution abatement,2017,3.08
QAT,Qatar,Air pollution abatement,2018,3.0
REU,Réunion,Environment-related technologies,2010,0.5
REU,Réunion,Environment-related technologies,2011,1.5
REU,Réunion,Environment-related technologies,2016,0.5
ROU,Romania,Environment-related technologies,1995,5.17
ROU,Romania,Environment-related technologies,2000,8.0
ROU,Romania,Environment-related technologies,2005,16.07
ROU,Romania,Environment-related technologies,2010,20.12
ROU,Romania,Environment-related technologies,2011,17.58
ROU,Romania,Environment-related technologies,2012,27.62
ROU,Romania,Environment-related technologies,2013,20.95
ROU,Romania,Environment-related technologies,2014,12.47
ROU,Romania,Environment-related technologies,2015,10.33
ROU,Romania,Environment-related technologies,2016,14.67
ROU,Romania,Environment-related technologies,2017,31.33
ROU,Romania,Environment-related technologies,2018,18.73
ROU,Romania,Environment-related technologies,2019,10.2
ROU,Romania,Air pollution abatement,2000,4.5
ROU,Romania,Air pollution abatement,2005,4.37
ROU,Romania,Air pollution abatement,2010,2.83
ROU,Romania,Air pollution abatement,2011,3.5
ROU,Romania,Air pollution abatement,2012,4.5
ROU,Romania,Air pollution abatement,2013,5.0
ROU,Romania,Air pollution abatement,2014,4.3
ROU,Romania,Air pollution abatement,2015,0.5
ROU,Romania,Air pollution abatement,2016,3.0
ROU,Romania,Air pollution abatement,2017,7.0
ROU,Romania,Air pollution abatement,2018,8.5
ROU,Romania,Air pollution abatement,2019,3.0
RUS,Russia,Environment-related technologies,1995,32.83
RUS,Russia,Environment-related technologies,2000,104.17
RUS,Russia,Environment-related technologies,2005,112.52
RUS,Russia,Environment-related technologies,2010,142.54
RUS,Russia,Environment-related technologies,2011,172.43
RUS,Russia,Environment-related technologies,2012,156.04
RUS,Russia,Environment-related technologies,2013,141.86
RUS,Russia,Environment-related technologies,2014,149.12
RUS,Russia,Environment-related technologies,2015,105.82
RUS,Russia,Environment-related technologies,2016,126.35
RUS,Russia,Environment-related technologies,2017,138.95
RUS,Russia,Environment-related technologies,2018,132.21
RUS,Russia,Environment-related technologies,2019,89.89
RUS,Russia,Air pollution abatement,1995,1.5
RUS,Russia,Air pollution abatement,2000,12.0
RUS,Russia,Air pollution abatement,2005,22.42
RUS,Russia,Air pollution abatement,2010,23.93
RUS,Russia,Air pollution abatement,2011,14.83
RUS,Russia,Air pollution abatement,2012,14.92
RUS,Russia,Air pollution abatement,2013,11.0
RUS,Russia,Air pollution abatement,2014,16.42
RUS,Russia,Air pollution abatement,2015,12.0
RUS,Russia,Air pollution abatement,2016,16.83
RUS,Russia,Air pollution abatement,2017,13.5
RUS,Russia,Air pollution abatement,2018,18.37
RUS,Russia,Air pollution abatement,2019,5.75
KNA,Saint Kitts and Nevis,Environment-related technologies,2011,0.5
KNA,Saint Kitts and Nevis,Environment-related technologies,2014,0.83
VCT,Saint Vincent and the Grenadines,Environment-related technologies,2010,0.5
SMR,San Marino,Environment-related technologies,2014,0.25
SAU,Saudi Arabia,Environment-related technologies,1995,1.0
SAU,Saudi Arabia,Environment-related technologies,2000,3.0
SAU,Saudi Arabia,Environment-related technologies,2005,8.42
SAU,Saudi Arabia,Environment-related technologies,2010,20.25
SAU,Saudi Arabia,Environment-related technologies,2011,37.37
SAU,Saudi Arabia,Environment-related technologies,2012,51.3
SAU,Saudi Arabia,Environment-related technologies,2013,62.95
SAU,Saudi Arabia,Environment-related technologies,2014,73.58
SAU,Saudi Arabia,Environment-related technologies,2015,101.33
SAU,Saudi Arabia,Environment-related technologies,2016,87.57
SAU,Saudi Arabia,Environment-related technologies,2017,171.45
SAU,Saudi Arabia,Environment-related technologies,2018,99.2
SAU,Saudi Arabia,Environment-related technologies,2019,117.83
SAU,Saudi Arabia,Air pollution abatement,2000,0.33
SAU,Saudi Arabia,Air pollution abatement,2005,1.67
SAU,Saudi Arabia,Air pollution abatement,2010,8.33
SAU,Saudi Arabia,Air pollution abatement,2011,5.33
SAU,Saudi Arabia,Air pollution abatement,2012,12.1
SAU,Saudi Arabia,Air pollution abatement,2013,16.25
SAU,Saudi Arabia,Air pollution abatement,2014,24.83
SAU,Saudi Arabia,Air pollution abatement,2015,18.33
SAU,Saudi Arabia,Air pollution abatement,2016,17.15
SAU,Saudi Arabia,Air pollution abatement,2017,34.67
SAU,Saudi Arabia,Air pollution abatement,2018,21.33
SAU,Saudi Arabia,Air pollution abatement,2019,22.42
SEN,Senegal,Environment-related technologies,2010,0.53
SEN,Senegal,Environment-related technologies,2011,0.5
SEN,Senegal,Environment-related technologies,2012,0.5
SEN,Senegal,Environment-related technologies,2015,0.5
SEN,Senegal,Environment-related technologies,2018,1.0
SEN,Senegal,Environment-related technologies,2019,1.0
SYC,Seychelles,Environment-related technologies,2005,0.33
SYC,Seychelles,Environment-related technologies,2013,0.5
SYC,Seychelles,Environment-related technologies,2015,0.33
SYC,Seychelles,Environment-related technologies,2016,0.5
SYC,Seychelles,Environment-related technologies,2017,1.0
SYC,Seychelles,Environment-related technologies,2018,1.33
SYC,Seychelles,Air pollution abatement,2018,0.33
SLE,Sierra Leone,Environment-related technologies,2012,0.33
SLE,Sierra Leone,Environment-related technologies,2018,0.67
SLE,Sierra Leone,Environment-related technologies,2019,1.33
SGP,Singapore,Environment-related technologies,1995,4.83
SGP,Singapore,Environment-related technologies,2000,17.17
SGP,Singapore,Environment-related technologies,2005,48.02
SGP,Singapore,Environment-related technologies,2010,99.9
SGP,Singapore,Environment-related technologies,2011,126.47
SGP,Singapore,Environment-related technologies,2012,118.77
SGP,Singapore,Environment-related technologies,2013,113.0
SGP,Singapore,Environment-related technologies,2014,108.13
SGP,Singapore,Environment-related technologies,2015,97.67
SGP,Singapore,Environment-related technologies,2016,104.0
SGP,Singapore,Environment-related technologies,2017,122.59
SGP,Singapore,Environment-related technologies,2018,100.32
SGP,Singapore,Environment-related technologies,2019,85.28
SGP,Singapore,Air pollution abatement,1995,0.5
SGP,Singapore,Air pollution abatement,2000,1.0
SGP,Singapore,Air pollution abatement,2005,4.7
SGP,Singapore,Air pollution abatement,2010,6.67
SGP,Singapore,Air pollution abatement,2011,6.7
SGP,Singapore,Air pollution abatement,2012,12.5
SGP,Singapore,Air pollution abatement,2013,12.5
SGP,Singapore,Air pollution abatement,2014,12.5
SGP,Singapore,Air pollution abatement,2015,10.5
SGP,Singapore,Air pollution abatement,2016,8.83
SGP,Singapore,Air pollution abatement,2017,9.79
SGP,Singapore,Air pollution abatement,2018,6.0
SGP,Singapore,Air pollution abatement,2019,11.5
SVN,Slovenia,Environment-related technologies,1995,3.0
SVN,Slovenia,Environment-related technologies,2000,4.33
SVN,Slovenia,Environment-related technologies,2005,12.5
SVN,Slovenia,Environment-related technologies,2010,12.5
SVN,Slovenia,Environment-related technologies,2011,18.5
SVN,Slovenia,Environment-related technologies,2012,18.67
SVN,Slovenia,Environment-related technologies,2013,22.5
SVN,Slovenia,Environment-related technologies,2014,19.75
SVN,Slovenia,Environment-related technologies,2015,17.83
SVN,Slovenia,Environment-related technologies,2016,21.13
SVN,Slovenia,Environment-related technologies,2017,18.5
SVN,Slovenia,Environment-related technologies,2018,13.67
SVN,Slovenia,Environment-related technologies,2019,17.67
SVN,Slovenia,Air pollution abatement,1995,1.0
SVN,Slovenia,Air pollution abatement,2000,1.0
SVN,Slovenia,Air pollution abatement,2005,1.0
SVN,Slovenia,Air pollution abatement,2010,2.0
SVN,Slovenia,Air pollution abatement,2011,4.5
SVN,Slovenia,Air pollution abatement,2012,4.0
SVN,Slovenia,Air pollution abatement,2013,4.0
SVN,Slovenia,Air pollution abatement,2014,2.5
SVN,Slovenia,Air pollution abatement,2015,4.5
SVN,Slovenia,Air pollution abatement,2016,3.0
SVN,Slovenia,Air pollution abatement,2017,1.0
SVN,Slovenia,Air pollution abatement,2019,4.5
SLB,Solomon Islands,Environment-related technologies,2015,0.5
SOM,Somalia,Environment-related technologies,2012,0.5
SOM,Somalia,Environment-related technologies,2013,0.5
SOM,Somalia,Air pollution abatement,2013,0.5
ZAF,South Africa,Environment-related technologies,1995,15.83
ZAF,South Africa,Environment-related technologies,2000,43.17
ZAF,South Africa,Environment-related technologies,2005,66.83
ZAF,South Africa,Environment-related technologies,2010,61.28
ZAF,South Africa,Environment-related technologies,2011,48.83
ZAF,South Africa,Environment-related technologies,2012,55.19
ZAF,South Africa,Environment-related technologies,2013,48.83
ZAF,South Africa,Environment-related technologies,2014,52.78
ZAF,South Africa,Environment-related technologies,2015,62.17
ZAF,South Africa,Environment-related technologies,2016,24.08
ZAF,South Africa,Environment-related technologies,2017,25.75
ZAF,South Africa,Environment-related technologies,2018,35.0
ZAF,South Africa,Environment-related technologies,2019,30.5
ZAF,South Africa,Air pollution abatement,1995,1.0
ZAF,South Africa,Air pollution abatement,2000,4.0
ZAF,South Africa,Air pollution abatement,2005,2.83
ZAF,South Africa,Air pollution abatement,2010,2.5
ZAF,South Africa,Air pollution abatement,2011,5.0
ZAF,South Africa,Air pollution abatement,2012,6.33
ZAF,South Africa,Air pollution abatement,2013,2.0
ZAF,South Africa,Air pollution abatement,2014,5.0
ZAF,South Africa,Air pollution abatement,2015,3.0
ZAF,South Africa,Air pollution abatement,2016,1.5
ZAF,South Africa,Air pollution abatement,2017,0.5
ZAF,South Africa,Air pollution abatement,2018,3.0
ZAF,South Africa,Air pollution abatement,2019,0.5
LKA,Sri Lanka,Environment-related technologies,1995,1.0
LKA,Sri Lanka,Environment-related technologies,2000,1.0
LKA,Sri Lanka,Environment-related technologies,2005,1.5
LKA,Sri Lanka,Environment-related technologies,2010,2.0
LKA,Sri Lanka,Environment-related technologies,2011,1.0
LKA,Sri Lanka,Environment-related technologies,2012,3.5
LKA,Sri Lanka,Environment-related technologies,2013,13.19
LKA,Sri Lanka,Environment-related technologies,2014,1.03
LKA,Sri Lanka,Environment-related technologies,2015,2.79
LKA,Sri Lanka,Environment-related technologies,2016,0.5
LKA,Sri Lanka,Environment-related technologies,2017,1.5
LKA,Sri Lanka,Environment-related technologies,2018,1.5
LKA,Sri Lanka,Environment-related technologies,2019,1.33
LKA,Sri Lanka,Air pollution abatement,2013,1.25
LKA,Sri Lanka,Air pollution abatement,2014,1.25
SDN,Sudan,Environment-related technologies,2005,3.17
SDN,Sudan,Environment-related technologies,2010,1.25
SDN,Sudan,Environment-related technologies,2013,1.0
SDN,Sudan,Environment-related technologies,2018,1.5
SDN,Sudan,Environment-related technologies,2019,1.0
SDN,Sudan,Air pollution abatement,2005,1.0
SDN,Sudan,Air pollution abatement,2010,3.0
SDN,Sudan,Air pollution abatement,2019,1.0
SWZ,Eswatini,Environment-related technologies,2013,0.25
SWZ,Eswatini,Environment-related technologies,2014,1.33
SWZ,Eswatini,Environment-related technologies,2015,0.33
SWZ,Eswatini,Environment-related technologies,2019,0.5
SWZ,Eswatini,Air pollution abatement,2013,0.25
SYR,Syrian Arab Republic,Environment-related technologies,1995,1.0
SYR,Syrian Arab Republic,Environment-related technologies,2000,0.83
SYR,Syrian Arab Republic,Environment-related technologies,2005,1.0
SYR,Syrian Arab Republic,Environment-related technologies,2010,0.33
SYR,Syrian Arab Republic,Environment-related technologies,2015,1.0
SYR,Syrian Arab Republic,Environment-related technologies,2018,1.0
SYR,Syrian Arab Republic,Air pollution abatement,2005,1.0
TWN,Chinese Taipei,Environment-related technologies,1995,9.17
TWN,Chinese Taipei,Environment-related technologies,2000,78.33
TWN,Chinese Taipei,Environment-related technologies,2005,386.07
TWN,Chinese Taipei,Environment-related technologies,2010,944.95
TWN,Chinese Taipei,Environment-related technologies,2011,1027.25
TWN,Chinese Taipei,Environment-related technologies,2012,1071.92
TWN,Chinese Taipei,Environment-related technologies,2013,909.38
TWN,Chinese Taipei,Environment-related technologies,2014,807.12
TWN,Chinese Taipei,Environment-related technologies,2015,851.98
TWN,Chinese Taipei,Environment-related technologies,2016,841.93
TWN,Chinese Taipei,Environment-related technologies,2017,865.7
TWN,Chinese Taipei,Environment-related technologies,2018,821.85
TWN,Chinese Taipei,Environment-related technologies,2019,688.45
TWN,Chinese Taipei,Air pollution abatement,1995,0.5
TWN,Chinese Taipei,Air pollution abatement,2000,12.0
TWN,Chinese Taipei,Air pollution abatement,2005,33.37
TWN,Chinese Taipei,Air pollution abatement,2010,34.67
TWN,Chinese Taipei,Air pollution abatement,2011,44.33
TWN,Chinese Taipei,Air pollution abatement,2012,43.0
TWN,Chinese Taipei,Air pollution abatement,2013,41.5
TWN,Chinese Taipei,Air pollution abatement,2014,63.3
TWN,Chinese Taipei,Air pollution abatement,2015,55.33
TWN,Chinese Taipei,Air pollution abatement,2016,47.0
TWN,Chinese Taipei,Air pollution abatement,2017,53.33
TWN,Chinese Taipei,Air pollution abatement,2018,68.0
TWN,Chinese Taipei,Air pollution abatement,2019,62.83
TJK,Tajikistan,Environment-related technologies,2005,0.33
TJK,Tajikistan,Environment-related technologies,2018,1.0
TJK,Tajikistan,Air pollution abatement,2005,0.33
TZA,Tanzania,Environment-related technologies,2010,0.25
TZA,Tanzania,Environment-related technologies,2014,0.33
THA,Thailand,Environment-related technologies,1995,0.5
THA,Thailand,Environment-related technologies,2000,3.33
THA,Thailand,Environment-related technologies,2005,6.33
THA,Thailand,Environment-related technologies,2010,20.67
THA,Thailand,Environment-related technologies,2011,14.5
THA,Thailand,Environment-related technologies,2012,15.0
THA,Thailand,Environment-related technologies,2013,13.58
THA,Thailand,Environment-related technologies,2014,16.0
THA,Thailand,Environment-related technologies,2015,28.17
THA,Thailand,Environment-related technologies,2016,21.92
THA,Thailand,Environment-related technologies,2017,17.5
THA,Thailand,Environment-related technologies,2018,16.5
THA,Thailand,Environment-related technologies,2019,9.5
THA,Thailand,Air pollution abatement,2010,4.33
THA,Thailand,Air pollution abatement,2011,0.5
THA,Thailand,Air pollution abatement,2012,0.5
THA,Thailand,Air pollution abatement,2013,1.0
THA,Thailand,Air pollution abatement,2014,4.5
THA,Thailand,Air pollution abatement,2015,4.5
THA,Thailand,Air pollution abatement,2016,8.5
THA,Thailand,Air pollution abatement,2017,2.75
THA,Thailand,Air pollution abatement,2018,1.5
THA,Thailand,Air pollution abatement,2019,2.5
TGO,Togo,Environment-related technologies,2013,0.5
TGO,Togo,Environment-related technologies,2015,3.33
TTO,Trinidad and Tobago,Environment-related technologies,1995,2.5
TTO,Trinidad and Tobago,Environment-related technologies,2005,1.37
TTO,Trinidad and Tobago,Environment-related technologies,2010,0.7
TTO,Trinidad and Tobago,Environment-related technologies,2011,1.0
TTO,Trinidad and Tobago,Environment-related technologies,2014,1.83
TTO,Trinidad and Tobago,Environment-related technologies,2017,1.0
TTO,Trinidad and Tobago,Air pollution abatement,1995,0.33
TTO,Trinidad and Tobago,Air pollution abatement,2005,0.2
TTO,Trinidad and Tobago,Air pollution abatement,2014,1.83
TUN,Tunisia,Environment-related technologies,1995,0.67
TUN,Tunisia,Environment-related technologies,2005,3.5
TUN,Tunisia,Environment-related technologies,2010,4.67
TUN,Tunisia,Environment-related technologies,2011,3.67
TUN,Tunisia,Environment-related technologies,2012,3.33
TUN,Tunisia,Environment-related technologies,2013,1.83
TUN,Tunisia,Environment-related technologies,2014,0.58
